사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Mar-23,6호선,2638,창신,18,1,"2,706",344,"5,633","2,386","16,115","7,548","18,312","7,339","9,592","4,406","5,792","3,816","5,113","3,518","5,064","3,778","5,101","4,172","4,509","4,211","5,758","4,546","6,846","5,884","6,025","7,816","5,524","10,675","3,715","8,267","3,053","5,518","2,188","5,265","1,642","5,464",720,"3,498",160,"1,039",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2639,보문,19,0,"3,722",845,"7,678","3,854","24,489","10,937","36,815","21,676","19,067","11,063","12,258","8,060","10,828","8,005","11,984","8,207","11,506","9,113","10,983","8,561","11,589","10,329","14,771","11,849","15,041","16,207","19,624","25,994","9,621","19,198","7,612","12,597","7,279","12,104","5,824","13,407","3,214","9,119",640,"3,034",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2640,안암(고대병원앞),39,1,"2,972","1,535","3,896","8,424","10,289","19,293","14,013","68,715","12,291","42,711","13,873","56,593","18,849","28,037","19,534","22,372","22,797","31,834","22,832","19,058","37,557","19,545","50,588","19,475","55,261","23,012","48,012","31,061","26,993","20,313","24,753","13,177","27,869","12,902","26,995","13,815","16,878","9,968","3,349","4,303",0,152,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2641,고려대(종암),9,3,"3,910",857,"7,881","5,208","23,267","12,862","29,607","33,811","16,685","16,229","11,505","18,839","11,944","12,104","12,862","10,064","15,205","13,888","12,957","10,111","17,433","12,113","24,662","14,953","24,982","17,658","25,443","30,240","12,290","21,460","10,482","13,078","13,156","13,086","9,552","12,817","4,031","8,784",723,"2,789",0,56,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2642,월곡(동덕여대),16,0,"6,799",912,"14,446","3,800","44,948","8,365","52,246","33,411","27,818","21,195","19,358","20,369","18,886","18,267","19,171","14,948","21,473","16,645","21,473","16,659","20,604","19,006","28,117","24,504","26,555","29,819","30,184","45,845","15,378","35,983","11,063","21,363","10,566","19,916","6,894","18,296","3,400","12,132",560,"3,873",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2643,상월곡(한국과학기술연구원),4,0,"5,100",627,"9,826","2,024","27,224","3,875","30,973","15,342","16,105","10,063","10,953","11,666","10,194","8,627","9,893","6,890","10,142","7,942","10,134","7,566","8,948","9,111","11,477","11,271","11,249","14,377","11,254","21,075","7,124","19,140","3,812","10,564","5,594","10,615","2,604","10,151","1,452","6,902",181,"2,109",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2644,돌곶이,26,3,"6,489","2,130","14,999","4,528","43,157","5,981","46,085","19,259","22,612","16,483","15,399","11,865","13,710","9,111","14,869","10,605","15,642","11,526","15,876","11,271","13,694","14,630","15,370","17,617","16,427","22,729","16,403","35,066","11,125","30,164","7,144","17,473","6,731","14,698","5,421","15,138","2,661","9,213",398,"3,264",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2645,석계,"1,229",9,"8,626","1,805","20,790","5,784","53,573","8,876","59,367","18,055","31,722","12,815","22,180","11,900","18,797","15,033","19,801","14,781","19,424","16,548","17,247","16,536","16,520","21,295","18,186","28,477","18,893","35,629","17,757","57,019","12,351","46,697","8,805","26,628","8,566","23,922","7,720","22,834","4,419","14,155",970,"4,691",0,8,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2646,태릉입구,6,1,"4,311",760,"7,305","3,021","19,566","4,417","23,923","11,798","12,824","8,392","9,201","6,372","8,832","10,150","9,316","7,036","8,999","8,269","8,475","8,959","8,240","9,539","9,962","12,329","10,040","16,064","10,442","26,274","6,653","21,311","4,964","11,994","4,608","11,652","3,671","10,320","1,950","8,164",400,"3,686",0,14,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2647,화랑대(서울여대입구),28,1,"6,409","1,010","23,094","3,107","67,207","8,895","61,219","21,486","30,151","15,261","19,854","10,674","18,058","11,053","18,021","9,731","18,603","10,741","16,074","10,455","17,896","13,536","22,906","16,546","23,249","24,239","18,801","38,197","9,991","34,559","6,123","20,394","4,954","18,733","3,570","17,293","1,435","11,679",172,"4,092",0,31,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2648,봉화산(서울의료원),18,1,"5,311","1,000","16,790","2,683","52,943","5,991","43,169","14,383","22,338","8,144","15,393","6,876","13,887","6,839","13,460","8,468","11,787","10,045","10,514","10,547","10,068","13,226","11,629","16,151","12,825","22,118","11,662","34,690","6,441","32,294","4,469","18,339","3,963","15,410","3,215","15,669","1,343","9,650",191,"3,546",0,226,0,0,0,0,2023-04-03 9:45
Mar-23,6호선,2649,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2711,장암,4,0,"1,521",170,"7,670","1,302","19,375","1,364","11,449","1,802","5,009","2,289","2,731","2,459","2,295","2,393","2,685","2,425","2,730","1,777","3,359","1,564","3,814","1,566","4,125","1,719","4,126","2,200","3,257","3,626","1,685","3,416","1,067","1,954",693,970,428,"1,018",139,693,24,278,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2712,도봉산,53,0,"5,378",948,"17,723","5,102","54,241","8,739","44,714","17,578","24,123","18,391","13,971","18,051","12,845","14,468","12,907","13,868","12,690","14,112","12,278","12,964","14,407","15,075","17,192","18,977","14,423","23,969","12,619","37,129","6,185","40,709","3,700","25,083","2,857","20,672","2,568","19,136",832,"12,367",141,"5,147",1,239,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2713,수락산,46,5,"10,204",585,"22,550","5,567","52,379","8,637","53,889","18,563","31,911","19,353","22,201","19,165","19,832","16,397","21,118","18,183","21,726","16,200","22,283","16,533","21,625","20,347","21,941","24,879","21,259","31,279","20,954","44,853","12,909","45,874","8,594","27,285","6,953","22,033","4,749","20,927","2,341","13,583",292,"5,059",1,27,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2714,마들,31,1,"10,635","1,324","28,053","3,674","70,003","9,919","68,333","12,766","34,325","10,235","23,864","9,856","22,600","11,078","23,010","12,627","19,293","14,028","16,889","16,335","17,208","20,432","17,026","25,395","14,298","31,393","13,593","49,931","8,467","50,303","6,219","28,450","4,310","24,335","3,435","23,334","1,404","15,128",161,"4,823",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2715,노원,52,1,"8,026","2,427","16,400","7,072","42,789","20,527","44,943","48,502","31,137","45,836","29,638","33,383","32,261","33,267","35,904","35,038","35,428","38,559","37,768","38,988","41,084","41,628","44,426","45,839","46,311","53,059","50,827","67,022","32,501","56,612","31,116","27,579","25,241","21,657","24,191","19,215","9,313","13,033","1,662","4,830",0,5,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2716,중계,11,0,"9,740","2,117","26,367","4,957","68,316","19,228","69,747","31,621","37,903","15,232","25,837","12,175","22,908","13,821","26,401","15,263","22,085","15,379","19,592","16,872","18,550","19,355","27,151","24,328","24,178","32,512","19,898","48,443","10,921","49,268","8,116","28,398","8,501","24,787","6,966","22,856","2,810","14,570",421,"4,712",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2717,하계,18,0,"7,994","1,640","27,334","7,086","75,192","19,252","78,617","30,369","43,859","23,588","31,965","17,233","30,101","19,490","30,564","23,116","27,836","26,138","27,173","25,243","31,218","27,505","35,055","32,576","34,347","41,245","28,273","60,807","15,744","57,964","13,906","33,661","11,866","29,898","8,531","28,035","3,132","19,229",521,"6,184",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2718,공릉(서울과학기술대),25,0,"6,611",930,"15,377","4,005","39,704","12,672","44,469","29,384","25,497","21,141","19,170","16,061","18,780","13,264","20,658","15,614","19,361","17,820","19,488","16,835","21,203","19,585","25,877","24,524","26,018","30,045","28,010","44,508","16,287","38,462","12,508","22,486","12,911","19,560","11,263","19,296","6,492","13,135","1,168","4,564",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2719,태릉입구,140,0,"8,143","1,215","9,283","4,868","24,117","9,335","30,407","23,435","19,790","17,694","15,227","12,140","13,448","16,110","15,902","12,006","15,622","12,773","15,881","13,040","18,117","13,474","21,136","16,328","24,252","20,731","24,207","27,847","14,187","24,642","9,990","15,625","8,743","13,874","6,908","13,708","3,330","8,392",571,"3,733",1,"1,501",0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2720,먹골,10,0,"8,395",681,"14,316","3,427","39,177","6,413","48,637","17,247","27,665","10,865","18,447","8,766","16,983","9,869","17,164","12,026","15,882","12,633","13,970","13,270","14,232","16,759","15,383","21,489","15,621","28,163","16,685","40,806","10,772","36,091","8,061","21,635","6,769","18,485","4,969","17,202","2,088","10,556",412,"3,414",0,217,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2721,중화,39,2,"9,350","1,151","16,186","5,160","41,576","9,168","50,481","24,839","28,518","11,560","18,063","9,818","15,973","10,344","16,488","12,060","16,075","11,956","13,581","13,864","13,234","16,989","16,689","21,743","18,694","27,041","20,520","40,475","12,524","35,903","8,099","21,179","6,892","19,377","5,268","18,141","2,310","10,852",390,"3,706",0,65,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2722,상봉(시외버스터미널),408,9,"11,563","1,436","21,199","8,951","57,823","14,242","77,959","29,807","41,293","20,047","24,168","16,233","21,879","17,291","24,298","19,151","23,299","20,264","22,391","20,578","23,429","23,831","28,243","31,154","30,003","41,034","34,097","66,045","24,487","58,815","18,274","33,179","16,671","27,904","13,316","27,362","6,694","17,043","1,433","8,336",1,38,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2723,면목,52,0,"14,158",836,"25,297","5,494","63,105","9,486","77,566","35,880","43,317","22,854","27,347","16,906","23,486","14,647","25,875","18,823","23,570","19,315","21,485","19,166","23,014","24,435","29,806","33,585","25,511","40,184","23,020","56,039","17,808","52,306","10,991","30,885","8,610","26,660","6,540","26,162","2,762","14,734",466,"5,247",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2724,사가정,24,0,"11,852","1,535","24,826","7,223","61,112","11,859","76,226","28,055","45,213","18,985","28,402","16,122","24,985","16,384","26,039","18,402","24,186","20,317","22,352","21,343","22,310","28,551","24,944","35,220","26,967","44,424","25,882","67,616","19,097","57,667","13,403","33,043","11,514","29,020","9,249","26,029","4,877","14,568",772,"5,129",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2725,용마산(용마폭포공원),3,0,"5,207",648,"11,384","2,287","26,204","4,175","31,197","10,790","17,953","7,319","10,643","6,606","8,958","5,586","8,819","6,443","8,337","7,653","7,574","7,473","7,471","9,778","8,395","12,100","8,217","15,293","8,376","22,533","5,424","19,661","3,291","11,889","2,690","11,478","1,704","10,463","1,003","6,518",171,"2,251",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2726,중곡,1,0,"6,368",689,"14,028","4,428","34,967","16,748","48,130","30,263","29,846","14,084","17,995","9,855","15,521","9,264","16,448","10,727","15,606","11,691","14,246","12,081","14,781","16,236","19,933","18,994","22,080","24,844","23,596","34,906","13,328","30,853","8,356","18,913","7,627","16,848","5,979","15,110","2,077","8,896",384,"3,305",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2727,군자(능동),37,0,"8,945",863,"15,428","6,598","39,851","9,917","62,311","31,222","42,957","19,163","23,468","12,568","19,691","12,104","20,686","13,280","21,053","14,554","19,948","15,552","20,466","18,807","23,298","22,136","28,749","29,633","38,068","45,764","22,374","36,961","18,283","21,939","17,471","19,551","14,487","17,326","7,538","10,601","1,375","4,080",0,51,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2728,어린이대공원(세종대),5,0,"3,379",825,"7,920","8,711","21,521","17,237","34,882","85,304","26,290","46,670","17,953","57,925","21,701","45,711","23,906","32,305","28,527","40,164","35,229","33,308","37,944","23,971","54,615","24,095","66,282","28,623","60,034","36,184","30,017","27,203","22,911","17,270","24,576","15,264","22,522","15,806","12,757","11,621","2,352","3,317",0,6,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2729,건대입구,70,0,"4,118","1,039","5,191","8,421","13,850","20,619","20,820","46,649","17,404","32,171","14,566","30,684","16,457","24,563","19,088","25,257","21,811","26,904","25,299","25,564","30,014","23,730","36,509","25,719","44,763","34,261","39,262","46,472","28,083","30,237","30,174","16,729","26,626","13,488","24,016","12,182","12,366","6,940","2,217","3,711",1,228,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2730,뚝섬유원지,11,0,"4,969",604,"10,247","4,217","23,773","6,815","32,951","14,533","22,801","9,630","13,258","8,048","10,933","9,853","11,115","13,291","11,501","17,079","12,122","20,484","14,981","24,503","19,747","27,251","24,021","33,429","27,181","41,466","21,221","29,407","19,920","18,216","20,835","15,831","16,652","12,973","7,831","6,520","1,080","2,096",0,4,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2731,청담,28,0,"2,570","4,525","6,620","30,534","12,295","66,824","16,830","157,705","14,415","104,568","13,566","39,185","17,677","25,119","20,289","24,018","20,972","24,564","24,533","21,695","34,447","19,532","45,401","20,239","72,339","22,402","118,952","23,069","59,129","16,552","35,152","10,320","31,179","9,356","24,427","7,341","6,389","4,244",803,"2,830",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2732,강남구청,33,0,"1,939","1,924","3,899","16,466","7,850","36,903","11,139","114,248","9,550","112,022","9,890","44,762","12,343","26,170","14,287","22,637","17,406","24,493","22,060","20,242","27,774","17,671","33,544","18,695","52,272","20,962","96,175","22,407","58,872","14,429","36,430","8,949","36,097","7,113","25,647","6,010","10,451","4,306","1,690","2,012",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2733,학동,6,0,"1,920","1,580","5,000","27,314","9,148","57,214","12,771","195,183","11,357","157,520","11,847","60,346","15,253","30,552","19,588","25,101","22,743","29,732","28,745","24,032","37,269","20,344","48,829","19,668","86,416","20,907","173,428","21,961","85,856","14,010","42,805","8,745","37,719","7,718","27,768","5,702","10,860","3,706","1,607","1,461",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2734,논현,26,1,"2,969","1,048","4,254","15,468","9,065","44,075","14,097","109,915","12,805","95,790","11,761","37,227","13,186","22,235","15,126","20,990","16,963","23,011","21,343","21,159","25,154","20,297","31,673","22,236","61,151","26,858","104,304","35,343","57,969","20,318","37,092","11,208","39,142","9,828","35,472","7,694","18,086","5,617","3,065","2,544",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2735,반포,0,0,939,"1,594","3,070","13,764","9,008","13,840","12,682","20,500","9,499","16,707","7,025","10,714","6,791","10,343","8,378","10,116","8,990","9,849","10,216","9,209","11,869","9,065","21,730","10,000","18,584","10,641","18,533","13,023","13,157","8,196","10,295","5,171","10,492","4,465","7,055","4,538","2,545","2,685",437,836,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2736,고속터미널,7,2,"1,125","2,770","3,167","22,638","11,915","37,850","19,331","53,818","23,555","38,577","24,012","30,580","27,656","26,995","27,680","24,971","28,055","27,947","29,993","25,244","37,623","21,809","43,587","21,836","57,835","24,509","54,352","27,643","35,842","17,804","37,561","9,709","34,115","9,101","26,277","5,740","8,178","3,271",816,740,0,7,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2737,내방,7,0,"2,305","1,642","7,664","10,948","20,730","26,847","31,912","91,099","23,285","50,525","17,496","22,544","17,989","16,620","17,815","18,693","18,967","20,092","20,050","17,874","22,883","18,543","28,598","19,929","42,070","25,899","76,342","34,929","30,109","23,259","20,924","13,921","19,455","12,369","14,233","10,906","5,125","7,070",811,"3,111",1,194,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2738,이수,18,0,"4,892","1,349","10,064","8,995","30,822","15,993","47,434","44,282","31,931","28,990","20,506","20,865","20,460","19,839","21,906","20,458","24,017","21,551","23,892","21,695","24,995","24,603","28,542","30,384","32,716","40,431","44,990","59,689","26,485","40,617","24,638","20,886","27,269","17,192","24,665","15,812","12,682","9,607","2,073","3,192",2,33,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2739,남성,9,0,"6,617",866,"14,943","3,999","43,336","7,443","61,758","17,753","36,686","13,562","21,319","12,044","18,021","12,916","18,266","12,013","18,200","13,374","15,799","13,984","15,361","17,564","16,528","22,037","15,971","29,310","16,834","46,130","10,889","34,033","8,645","21,939","8,435","19,250","5,881","17,887","2,440","11,214",437,"3,682",0,3,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2740,숭실대입구(살피재),3,0,"5,854",984,"13,629","3,877","42,300","8,976","53,316","42,220","33,770","25,969","22,836","48,030","21,789","29,802","22,096","20,071","25,222","25,746","28,105","24,138","26,459","22,383","42,549","27,630","43,202","35,723","30,557","54,109","18,948","40,404","17,460","24,315","18,321","22,994","15,711","22,458","9,228","15,360","1,595","4,804",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2741,상도,7,0,"5,443","1,461","13,124","4,953","38,686","9,131","48,136","31,887","30,533","19,222","19,793","23,438","17,754","18,358","19,239","17,451","19,013","16,553","18,824","18,627","20,529","17,886","23,827","21,751","27,311","28,871","27,342","47,107","15,150","32,216","12,782","21,094","14,055","18,821","10,271","18,540","6,213","12,743","1,279","3,707",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2742,장승배기,0,0,"6,158","1,525","11,534","6,321","28,375","8,236","41,874","17,508","26,506","11,835","16,869","10,469","14,648","10,324","14,816","11,002","14,735","12,146","13,086","12,404","12,697","15,327","15,363","18,186","15,307","22,607","16,079","34,650","8,866","25,323","6,986","15,676","6,500","14,550","5,423","12,945","2,163","9,065",438,"2,955",0,1,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2743,신대방삼거리,20,0,"10,564",837,"20,105","5,243","58,393","9,750","83,828","19,223","47,520","15,337","26,912","13,423","23,031","13,643","24,308","14,955","21,135","16,468","19,173","18,940","18,502","23,362","21,606","29,538","20,935","38,387","22,648","64,817","13,111","50,927","10,548","30,176","9,166","28,434","7,568","24,559","3,688","16,209",644,"5,962",0,47,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2744,보라매,6,0,"4,302",862,"7,373","3,254","19,969","10,615","28,563","24,872","17,019","10,452","10,523","7,980","9,968","8,179","10,054","9,338","10,004","9,018","9,964","9,196","10,787","9,951","12,540","13,054","14,129","18,147","19,987","26,494","9,180","20,194","7,278","12,142","6,741","10,900","5,920","10,203","2,329","6,166",371,"2,625",0,69,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2745,신풍,164,2,"14,465","1,753","17,128","6,344","44,480","12,875","54,829","20,007","32,478","13,131","19,243","10,593","16,825","10,942","17,509","11,361","15,830","12,828","14,554","13,668","14,743","17,332","18,448","22,169","18,523","30,934","18,562","44,495","11,647","32,558","7,747","20,177","6,762","18,645","5,447","17,722","2,244","9,752",400,"3,312",7,580,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2746,대림(구로구청),34,2,"12,575","1,103","9,396","3,934","16,095","7,179","23,646","19,170","18,043","13,621","12,835","16,990","12,925","18,536","13,901","15,113","15,259","14,553","15,820","14,532","16,991","16,107","17,790","19,590","19,659","25,403","19,841","25,918","13,885","17,116","10,986","11,645","9,319","13,050","7,069","11,119","3,669","5,253",451,"1,223",0,0,2,2,0,0,2023-04-03 9:45
Mar-23,7호선,2747,남구로,94,3,"19,537","1,972","15,956","9,145","32,320","32,831","38,335","102,453","24,600","48,741","16,189","19,825","15,086","15,222","16,397","14,200","15,855","15,663","14,580","14,529","17,103","17,810","21,526","26,239","45,702","31,557","76,321","32,553","33,480","24,285","18,546","15,856","13,078","18,228","8,550","15,047","3,828","8,116",479,"2,071",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2748,가산디지털단지,688,3,"8,047","6,164","9,410","31,243","24,158","133,724","27,737","405,846","20,099","226,347","18,929","64,029","24,747","37,534","30,866","35,665","35,284","38,108","41,332","33,339","53,571","30,406","80,351","29,997","214,524","31,528","319,876","37,554","130,636","27,199","72,894","15,680","57,866","12,958","31,330","11,635","13,044","8,473","1,703","3,240",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2749,철산,14,0,"10,607","4,757","31,719","10,974","93,571","17,365","93,824","35,651","54,411","25,819","34,912","21,575","31,479","20,872","30,886","22,045","28,153","25,441","26,493","27,736","26,411","32,711","31,831","41,460","36,661","60,967","39,226","95,661","21,631","77,055","19,258","41,814","18,286","37,162","15,590","34,367","7,324","21,022","1,207","6,685",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2750,광명사거리,216,1,"20,613","6,403","32,053","12,002","84,543","17,615","95,205","26,613","51,384","24,208","33,153","23,483","30,881","27,031","32,784","28,872","32,177","31,964","30,942","32,699","32,098","38,152","36,475","44,494","39,206","58,097","35,109","85,048","24,132","68,613","16,661","37,170","12,719","32,220","9,529","27,219","3,950","17,732",627,"5,055",0,6,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2751,천왕,14,0,"8,733","1,045","20,327","5,347","58,813","9,763","64,455","17,399","35,416","8,411","19,511","6,905","16,037","8,353","15,920","10,922","14,420","11,784","12,882","12,738","13,111","16,914","15,787","22,471","14,753","30,163","14,651","49,818","8,091","42,196","5,877","23,862","4,581","19,881","3,077","17,399","1,226","11,553",255,"3,347",0,125,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2752,온수(성공회대입구),163,3,"7,702",993,"18,355","3,674","50,649","11,877","56,737","22,749","25,527","17,859","13,671","8,851","12,656","8,946","13,813","9,868","12,580","10,645","11,857","10,514","14,373","12,060","21,725","15,677","20,095","23,379","15,671","40,268","7,457","32,947","5,500","19,834","4,929","16,240","3,447","15,031","1,954","9,778",371,"5,202",5,"1,181",0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2811,암사,49,0,"15,489",814,"31,091","5,350","89,627","9,647","114,208","20,072","57,082","13,828","32,435","12,475","26,322","13,664","27,953","17,073","25,718","18,866","21,517","21,338","20,313","28,183","21,711","35,301","23,600","48,599","23,558","76,042","14,649","64,148","10,697","36,332","8,348","29,861","5,646","32,549","2,440","16,972",437,"4,601",0,716,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2812,천호(풍납토성),90,0,"10,989","1,597","17,784","12,681","45,047","15,341","61,133","30,561","34,928","24,009","20,864","18,737","19,807","19,472","21,024","21,011","21,544","23,708","20,311","25,022","22,719","29,173","25,834","35,087","31,531","48,463","32,884","72,540","21,437","49,916","17,592","29,255","13,713","25,877","10,077","22,360","4,922","12,656","1,046","4,534",0,255,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2813,강동구청,5,0,"5,221",924,"12,337","5,727","35,302","15,515","45,802","35,244","26,863","14,725","16,970","10,908","14,776","10,545","14,416","11,623","14,612","13,955","13,542","13,898","14,128","16,176","17,046","19,855","20,068","25,503","27,580","38,288","11,371","28,616","8,252","18,023","7,719","17,252","5,274","14,857","2,201","8,178",350,"2,733",0,0,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2814,몽촌토성(평화의문),4,0,"1,545","2,046","4,121","8,955","13,057","13,565","19,820","30,359","12,565","14,754","8,506","9,247","7,652","9,589","8,512","8,445","8,752","9,251","9,878","8,357","11,177","8,937","15,935","10,681","18,634","13,413","22,637","17,714","10,958","14,046","8,011","8,224","8,072","7,907","6,267","6,928","2,926","3,986",506,"1,399",1,0,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2815,잠실(송파구청),7,1,"1,241","2,673","4,552","11,709","9,734","34,626","14,225","84,958","10,543","46,231","10,513","32,342","13,396","33,513","16,693","33,155","19,987","33,227","25,359","30,859","32,474","31,539","38,349","33,012","50,313","40,304","71,941","46,813","42,556","24,855","38,812","13,590","38,094","9,408","28,389","7,159","9,924","4,134","1,589","1,551",0,74,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2816,석촌,4,0,"2,738",662,"6,088","3,496","17,655","9,101","25,135","21,699","14,950","19,509","11,167","14,025","10,540","14,743","11,993","15,351","12,065","16,421","12,224","15,794","13,093","16,448","15,097","19,057","18,013","24,843","20,357","32,509","12,853","21,168","11,421","13,416","12,461","10,841","9,206","9,491","3,850","6,004",685,"2,248",0,31,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2817,송파,5,0,"3,261",569,"9,433","5,509","33,141","12,044","38,641","19,323","22,856","11,356","16,353","9,300","14,490","8,925","14,204","10,159","13,789","12,055","12,246","12,839","14,428","15,153","17,057","17,839","16,222","23,235","18,332","32,202","10,291","25,867","7,317","14,767","5,821","14,086","4,474","13,302","1,941","7,451",247,"2,097",4,200,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2818,가락시장,106,2,"3,256","2,617","5,808","7,218","11,214","14,753","14,405","40,975","11,061","17,779","10,626","12,571","10,740","12,318","11,128","12,048","11,839","12,240","13,141","11,567","14,899","12,029","15,171","14,391","20,309","17,402","28,986","21,958","13,064","15,676","11,519","9,734","11,912","9,130","9,673","7,025","4,424","4,519",915,"2,279",1,484,0,0,0,0,2023-04-03 9:45
Mar-23,8호선,2819,문정,3,1,"2,309","3,709","7,125","14,145","25,206","58,234","35,606","181,411","20,731","81,679","16,774","29,345","17,806","19,989","20,199","18,221","23,064","21,084","25,977","19,816","28,440","19,084","34,889","21,204","84,522","26,532","129,703","38,578","44,381","27,410","30,975","15,767","26,223","14,322","21,287","12,755","7,248","7,688","1,162","2,010",0,0,0,0,0,0,2023-04-03 9:45
